"FISHID","fish_name","scientific_name","family","genus","gear","fisher_ID","date","month","year","village","time_decimal","total_weight","number_fish","total_sold","total_consumed"
78,"kisaka","Leptomelanosoma indicum",NA,"Leptomelanosoma",1,14,2016-09-17,9,2016,1,4.92,0.15,2,0.15,0
78,"kisaka","Leptomelanosoma indicum",NA,"Leptomelanosoma",1,17,2016-07-22,7,2016,2,3.75,0.04,1,0.04,0
78,"kisaka","Leptomelanosoma indicum",NA,"Leptomelanosoma",1,5,2016-04-26,4,2016,2,4.33,0.755,22,0.755,0
78,"kisaka","Leptomelanosoma indicum",NA,"Leptomelanosoma",1,30,2016-04-28,4,2016,1,4.62,0.351190625354584,9,0.351190625354584,0
78,"kisaka","Leptomelanosoma indicum",NA,"Leptomelanosoma",1,15,2016-06-15,6,2016,2,3.3,0.155,3,0.155,0
78,"kisaka","Leptomelanosoma indicum",NA,"Leptomelanosoma",1,34,2016-10-09,10,2016,1,5.75,0.065,1,0,0.065
78,"kisaka","Leptomelanosoma indicum",NA,"Leptomelanosoma",1,6,2016-08-22,8,2016,2,6.58,0.765,17,0.765,0
78,"kisaka","Leptomelanosoma indicum",NA,"Leptomelanosoma",1,19,2016-05-06,5,2016,1,2.58,0.025,1,0,0.025
78,"kisaka","Leptomelanosoma indicum",NA,"Leptomelanosoma",1,23,2017-08-31,8,2017,2,3.75,0.015,1,0,0.015
78,"kisaka","Leptomelanosoma indicum",NA,"Leptomelanosoma",1,6,2016-03-14,3,2016,2,5.5,1.765,86,1.765,0
78,"kisaka","Leptomelanosoma indicum",NA,"Leptomelanosoma",1,49,2016-04-28,4,2016,1,5.98,0.585317708924306,15,0.585317708924306,0
78,"kisaka","Leptomelanosoma indicum",NA,"Leptomelanosoma",1,16,2016-06-29,6,2016,2,5.97,0.565,29,0.565,0
78,"kisaka","Leptomelanosoma indicum",NA,"Leptomelanosoma",1,6,2017-09-14,9,2017,2,4.33,0.293,8,0.293,0
78,"kisaka","Leptomelanosoma indicum",NA,"Leptomelanosoma",1,9,2016-06-15,6,2016,2,3.92,0.2,5,0.2,0
82,"lagnaoramena","Atule mate","Carangidae","Atule",8,3,2016-11-26,11,2016,2,4.58,1.72,8,1.72,0
82,"lagnaoramena","Atule mate","Carangidae","Atule",1,6,2016-04-18,4,2016,2,4.33,0.12,2,0,0.12
82,"lagnaoramena","Atule mate","Carangidae","Atule",1,13,2016-09-26,9,2016,5,3.67,4.224,66,4.224,0
82,"lagnaoramena","Atule mate","Carangidae","Atule",1,13,2016-06-15,6,2016,2,5.75,0.785,10,0.785,0
82,"lagnaoramena","Atule mate","Carangidae","Atule",1,6,2016-09-21,9,2016,2,6.42,0.045,1,0,0.045
82,"lagnaoramena","Atule mate","Carangidae","Atule",1,17,2016-09-19,9,2016,2,3.57,0.385,5,0.385,0
82,"lagnaoramena","Atule mate","Carangidae","Atule",1,9,2017-05-20,5,2017,2,3.17,0.295,4,0.295,0
82,"lagnaoramena","Atule mate","Carangidae","Atule",1,36,2016-10-14,10,2016,1,3.28,1.5297754182507,16,1.5297754182507,0
82,"lagnaoramena","Atule mate","Carangidae","Atule",2,48,2016-10-15,10,2016,1,4.75,0.12,1,0.12,0
82,"lagnaoramena","Atule mate","Carangidae","Atule",1,6,2017-09-24,9,2017,2,6.58,0.033,1,0,0.033
82,"lagnaoramena","Atule mate","Carangidae","Atule",1,7,2016-03-22,3,2016,2,4.5,0.21,5,0.21,0
82,"lagnaoramena","Atule mate","Carangidae","Atule",1,15,2016-06-15,6,2016,2,3.3,0.1,1,0,0.1
82,"lagnaoramena","Atule mate","Carangidae","Atule",1,18,2017-05-20,5,2017,2,3.67,0.425,5,0.425,0
82,"lagnaoramena","Atule mate","Carangidae","Atule",1,5,2016-06-12,6,2016,4,2.25,0.426,3,0.426,0
82,"lagnaoramena","Atule mate","Carangidae","Atule",1,10,2016-04-26,4,2016,2,4.33,1.465,5,1.465,0
82,"lagnaoramena","Atule mate","Carangidae","Atule",1,16,2016-09-22,9,2016,2,3.32,0.94,13,0.94,0
82,"lagnaoramena","Atule mate","Carangidae","Atule",1,9,2017-01-28,1,2017,2,3.17,0.895,7,0.895,0
82,"lagnaoramena","Atule mate","Carangidae","Atule",1,6,2016-06-29,6,2016,2,5.97,0.06,1,0,0.06
82,"lagnaoramena","Atule mate","Carangidae","Atule",8,9,2016-11-26,11,2016,2,4.75,0.06,1,0.06,0
82,"lagnaoramena","Atule mate","Carangidae","Atule",1,39,2016-09-28,9,2016,1,3.25,6.69276745484683,70,6.69276745484683,0
82,"lagnaoramena","Atule mate","Carangidae","Atule",2,3,2016-04-26,4,2016,2,2.83,2.08,52,0,2.08
82,"lagnaoramena","Atule mate","Carangidae","Atule",1,13,2016-05-12,5,2016,2,3.83,0.26,4,0,0.26
82,"lagnaoramena","Atule mate","Carangidae","Atule",1,9,2016-05-08,5,2016,2,3.33,0.09,2,0,0.09
82,"lagnaoramena","Atule mate","Carangidae","Atule",1,42,2016-09-23,9,2016,1,5.25,7.45765516397218,78,7.45765516397218,0
82,"lagnaoramena","Atule mate","Carangidae","Atule",1,9,2016-05-30,5,2016,2,4.33,0.09,2,0,0.09
82,"lagnaoramena","Atule mate","Carangidae","Atule",1,13,2016-09-26,9,2016,2,3.5,0.415,4,0.415,0
82,"lagnaoramena","Atule mate","Carangidae","Atule",2,3,2016-05-08,5,2016,2,2.17,1.62,42,0,1.62
82,"lagnaoramena","Atule mate","Carangidae","Atule",1,6,2016-10-27,10,2016,2,4.42,0.775,5,0.775,0
82,"lagnaoramena","Atule mate","Carangidae","Atule",1,22,2016-10-15,10,2016,1,3.78,0.95610963640669,10,0.95610963640669,0
82,"lagnaoramena","Atule mate","Carangidae","Atule",1,8,2017-01-28,1,2017,2,4.58,0.1,1,0,0.1
82,"lagnaoramena","Atule mate","Carangidae","Atule",1,16,2016-04-26,4,2016,2,5.5,0.19,5,0.19,0
82,"lagnaoramena","Atule mate","Carangidae","Atule",1,6,2016-10-17,10,2016,2,3.67,0.068,1,0,0.068
82,"lagnaoramena","Atule mate","Carangidae","Atule",1,36,2016-10-09,10,2016,1,5.33,0.255,1,0,0.255
82,"lagnaoramena","Atule mate","Carangidae","Atule",2,25,2017-02-24,2,2017,2,2.33,0.075,1,0,0.075
82,"lagnaoramena","Atule mate","Carangidae","Atule",1,14,2016-09-23,9,2016,1,6.5,8.41376480037887,88,8.41376480037887,0
82,"lagnaoramena","Atule mate","Carangidae","Atule",1,17,2016-08-22,8,2016,2,4.22,1.635,22,1.635,0
82,"lagnaoramena","Atule mate","Carangidae","Atule",1,10,2016-05-30,5,2016,2,4.07,0.135,3,0,0.135
82,"lagnaoramena","Atule mate","Carangidae","Atule",1,8,2017-04-30,4,2017,2,4.08,0.24,2,0,0.24
82,"lagnaoramena","Atule mate","Carangidae","Atule",1,39,2016-09-23,9,2016,1,2.3,0.095610963640669,1,0.095610963640669,0
82,"lagnaoramena","Atule mate","Carangidae","Atule",1,6,2016-06-29,6,2016,2,5.97,0.08,2,0.08,0
82,"lagnaoramena","Atule mate","Carangidae","Atule",1,6,2016-04-22,4,2016,2,5.5,0.39,7,0.39,0
82,"lagnaoramena","Atule mate","Carangidae","Atule",1,6,2016-04-22,4,2016,2,5.5,0.07,2,0.07,0
82,"lagnaoramena","Atule mate","Carangidae","Atule",1,5,2016-04-22,4,2016,2,4.33,0.075,2,0,0.075
82,"lagnaoramena","Atule mate","Carangidae","Atule",1,6,2017-04-01,4,2017,2,4.33,2.07,25,1.965,0.105
82,"lagnaoramena","Atule mate","Carangidae","Atule",1,6,2016-03-14,3,2016,2,5.5,0.565,14,0.565,0
82,"lagnaoramena","Atule mate","Carangidae","Atule",1,8,2017-02-24,2,2017,2,5.9,0.09,1,0,0.09
82,"lagnaoramena","Atule mate","Carangidae","Atule",1,14,2016-07-22,7,2016,2,4.33,0.035,1,0.035,0
82,"lagnaoramena","Atule mate","Carangidae","Atule",1,9,2016-08-22,8,2016,2,3.42,0.145,2,0.145,0
82,"lagnaoramena","Atule mate","Carangidae","Atule",1,17,2016-06-19,6,2016,4,3,0.085,1,0.085,0
82,"lagnaoramena","Atule mate","Carangidae","Atule",1,17,2016-09-22,9,2016,2,3.75,1.965,11,1.965,0
82,"lagnaoramena","Atule mate","Carangidae","Atule",1,6,2016-03-22,3,2016,2,4.08,0.709,19,0.709,0
82,"lagnaoramena","Atule mate","Carangidae","Atule",2,3,2016-03-14,3,2016,2,4.33,0.35,10,0,0.35
82,"lagnaoramena","Atule mate","Carangidae","Atule",8,8,2017-05-27,5,2017,2,3.42,0.195,2,0.195,0
82,"lagnaoramena","Atule mate","Carangidae","Atule",1,15,2016-09-19,9,2016,2,4.25,0.235,1,0.235,0
82,"lagnaoramena","Atule mate","Carangidae","Atule",1,45,2016-10-14,10,2016,1,5,0.764887709125352,8,0.764887709125352,0
82,"lagnaoramena","Atule mate","Carangidae","Atule",1,2,2016-02-09,2,2016,1,5.75,0.115,1,0.115,0
82,"lagnaoramena","Atule mate","Carangidae","Atule",1,6,2016-08-05,8,2016,2,4.33,0.055,1,0,0.055
82,"lagnaoramena","Atule mate","Carangidae","Atule",1,2,2016-10-29,10,2016,3,1.63,0.43,4,0,0.43
82,"lagnaoramena","Atule mate","Carangidae","Atule",1,11,2016-10-23,10,2016,2,1.67,2.64,10,2.64,0
82,"lagnaoramena","Atule mate","Carangidae","Atule",1,18,2017-09-17,9,2017,2,5.58,0.443,6,0.443,0
82,"lagnaoramena","Atule mate","Carangidae","Atule",1,5,2017-01-31,1,2017,3,3.33,0.58,6,0.58,0
82,"lagnaoramena","Atule mate","Carangidae","Atule",1,8,2016-03-26,3,2016,2,3.42,0.125,1,0,0.125
82,"lagnaoramena","Atule mate","Carangidae","Atule",8,31,2016-08-06,8,2016,1,3.47,0.478054818203345,5,0.478054818203345,0
82,"lagnaoramena","Atule mate","Carangidae","Atule",1,13,2016-11-26,11,2016,2,7.25,0.365,3,0,0.365
82,"lagnaoramena","Atule mate","Carangidae","Atule",1,38,2016-09-28,9,2016,1,3.62,0.669276745484683,7,0.669276745484683,0
82,"lagnaoramena","Atule mate","Carangidae","Atule",1,35,2016-09-30,9,2016,1,3.95,4.78054818203345,50,4.78054818203345,0
82,"lagnaoramena","Atule mate","Carangidae","Atule",1,15,2016-10-15,10,2016,1,6,2.00783023645405,21,2.00783023645405,0
82,"lagnaoramena","Atule mate","Carangidae","Atule",1,29,2016-10-09,10,2016,1,5.13,0.44,2,0,0.44
82,"lagnaoramena","Atule mate","Carangidae","Atule",1,6,2017-01-13,1,2017,2,1.83,0.235,2,0,0.235
82,"lagnaoramena","Atule mate","Carangidae","Atule",1,14,2016-06-29,6,2016,2,4.75,0.07,1,0,0.07
82,"lagnaoramena","Atule mate","Carangidae","Atule",1,38,2016-10-14,10,2016,1,3.07,0.573665781844014,6,0.573665781844014,0
82,"lagnaoramena","Atule mate","Carangidae","Atule",1,9,2016-10-27,10,2016,2,3.15,3.81,28,3.81,0
82,"lagnaoramena","Atule mate","Carangidae","Atule",1,23,2016-11-13,11,2016,3,2.2,0.26,3,0,0.26
82,"lagnaoramena","Atule mate","Carangidae","Atule",1,13,2016-10-25,10,2016,2,3.42,1.915,14,1.915,0
82,"lagnaoramena","Atule mate","Carangidae","Atule",1,21,2016-08-23,8,2016,5,4.5,2.052,36,2.052,0
82,"lagnaoramena","Atule mate","Carangidae","Atule",1,13,2016-06-29,6,2016,2,4.75,0.085,1,0,0.085
82,"lagnaoramena","Atule mate","Carangidae","Atule",1,17,2016-10-26,10,2016,2,4.8,0.2,1,0.2,0
82,"lagnaoramena","Atule mate","Carangidae","Atule",1,8,2016-10-18,10,2016,2,2.22,0.14,1,0,0.14
82,"lagnaoramena","Atule mate","Carangidae","Atule",1,8,2017-06-21,6,2017,2,3.83,0.25,2,0.25,0
82,"lagnaoramena","Atule mate","Carangidae","Atule",1,23,2017-07-11,7,2017,2,4,0.085,1,0,0.085
82,"lagnaoramena","Atule mate","Carangidae","Atule",1,10,2016-04-22,4,2016,2,4.33,0.3,7,0.3,0
82,"lagnaoramena","Atule mate","Carangidae","Atule",1,8,2016-10-17,10,2016,2,3.67,0.245,3,0.245,0
82,"lagnaoramena","Atule mate","Carangidae","Atule",1,5,2016-12-18,12,2016,3,1.47,0.05,1,0,0.05
82,"lagnaoramena","Atule mate","Carangidae","Atule",1,16,2017-09-17,9,2017,2,4.4,0.443,6,0.443,0
82,"lagnaoramena","Atule mate","Carangidae","Atule",1,26,2017-05-15,5,2017,3,3.1,1.98,22,1.81,0.17
82,"lagnaoramena","Atule mate","Carangidae","Atule",1,6,2016-04-18,4,2016,2,4.33,0.76,14,0.76,0
82,"lagnaoramena","Atule mate","Carangidae","Atule",1,6,2017-03-29,3,2017,2,5.08,0.21,3,0.21,0
82,"lagnaoramena","Atule mate","Carangidae","Atule",1,1,2016-10-23,10,2016,5,4.5,1.86,62,1.86,0
82,"lagnaoramena","Atule mate","Carangidae","Atule",1,8,2016-12-09,12,2016,2,3.5,1.45,4,0,1.45
82,"lagnaoramena","Atule mate","Carangidae","Atule",1,5,2016-05-30,5,2016,2,4.07,0.04,1,0,0.04
82,"lagnaoramena","Atule mate","Carangidae","Atule",1,14,2016-06-15,6,2016,2,5.75,0.09,2,0,0.09
82,"lagnaoramena","Atule mate","Carangidae","Atule",1,18,2017-06-21,6,2017,2,3.25,0.56,5,0.56,0
82,"lagnaoramena","Atule mate","Carangidae","Atule",1,16,2016-08-05,8,2016,2,4.4,0.445,6,0.445,0
82,"lagnaoramena","Atule mate","Carangidae","Atule",1,5,2016-03-14,3,2016,2,2.67,0.68,18,0.68,0
82,"lagnaoramena","Atule mate","Carangidae","Atule",1,28,2017-06-09,6,2017,4,3,0.285,1,0.285,0
82,"lagnaoramena","Atule mate","Carangidae","Atule",1,18,2017-05-27,5,2017,2,2.5,0.11,1,0,0.11
82,"lagnaoramena","Atule mate","Carangidae","Atule",1,6,2017-05-27,5,2017,2,4,0.815,8,0.625,0.19
82,"lagnaoramena","Atule mate","Carangidae","Atule",1,8,2017-04-01,4,2017,2,4.17,0.8,9,0.8,0
82,"lagnaoramena","Atule mate","Carangidae","Atule",1,8,2017-03-29,3,2017,2,3.5,0.09,1,0,0.09
82,"lagnaoramena","Atule mate","Carangidae","Atule",1,8,2016-10-23,10,2016,2,4.75,0.35,4,0,0.35
82,"lagnaoramena","Atule mate","Carangidae","Atule",1,27,2016-09-23,9,2016,1,2.33,0.573665781844014,6,0.573665781844014,0
82,"lagnaoramena","Atule mate","Carangidae","Atule",1,8,2016-09-21,9,2016,2,6.42,0.32,4,0.32,0
82,"lagnaoramena","Atule mate","Carangidae","Atule",1,8,2016-09-23,9,2016,5,3.83,3.654,58,3.654,0
82,"lagnaoramena","Atule mate","Carangidae","Atule",1,6,2017-02-23,2,2017,2,3.4,2.425,28,2.425,0
82,"lagnaoramena","Atule mate","Carangidae","Atule",1,6,2016-04-18,4,2016,2,4.33,1.59,33,1.59,0
83,"lagnaorana","Caranx ignobilis","Carangidae","Caranx",1,5,2016-04-19,4,2016,4,2,0.28,1,0,0.28
83,"lagnaorana","Caranx ignobilis","Carangidae","Caranx",1,2,2017-02-22,2,2017,1,3.25,0.035,1,0,0.035
83,"lagnaorana","Caranx ignobilis","Carangidae","Caranx",1,38,2016-10-20,10,2016,1,3.5,3.54747064839535,8,3.54747064839535,0
83,"lagnaorana","Caranx ignobilis","Carangidae","Caranx",1,36,2017-05-23,5,2017,1,7.17,3.10403681734593,7,3.10403681734593,0
83,"lagnaorana","Caranx ignobilis","Carangidae","Caranx",1,1,2016-05-27,5,2016,5,1.5,0.77,55,0.77,0
83,"lagnaorana","Caranx ignobilis","Carangidae","Caranx",7,2,2017-05-22,5,2017,4,1.5,0.665,1,0,0.665
83,"lagnaorana","Caranx ignobilis","Carangidae","Caranx",1,11,2016-05-08,5,2016,2,4,2.29,21,2.29,0
83,"lagnaorana","Caranx ignobilis","Carangidae","Caranx",1,12,2016-04-28,4,2016,1,2.75,0.075,1,0,0.075
83,"lagnaorana","Caranx ignobilis","Carangidae","Caranx",8,10,2016-07-22,7,2016,3,5.82,0.105,1,0.105,0
83,"lagnaorana","Caranx ignobilis","Carangidae","Caranx",1,47,2016-04-23,4,2016,1,3.9,15.5201840867296,35,15.5201840867296,0
83,"lagnaorana","Caranx ignobilis","Carangidae","Caranx",1,47,2016-08-12,8,2016,1,4.58,10.642411945186,24,10.642411945186,0
83,"lagnaorana","Caranx ignobilis","Carangidae","Caranx",1,2,2016-03-14,3,2016,2,2.5,0.408,2,0,0.408
83,"lagnaorana","Caranx ignobilis","Carangidae","Caranx",1,28,2016-04-28,4,2016,1,3.67,0.08,2,0,0.08
83,"lagnaorana","Caranx ignobilis","Carangidae","Caranx",1,2,2016-08-05,8,2016,2,3.17,0.505,1,0,0.505
83,"lagnaorana","Caranx ignobilis","Carangidae","Caranx",1,27,2017-02-11,2,2017,3,2.93,0.33,12,0,0.33
83,"lagnaorana","Caranx ignobilis","Carangidae","Caranx",1,34,2016-08-23,8,2016,1,7,7.98180895888953,18,7.98180895888953,0
83,"lagnaorana","Caranx ignobilis","Carangidae","Caranx",8,14,2016-07-22,7,2016,3,3.85,0.05,2,0,0.05
83,"lagnaorana","Caranx ignobilis","Carangidae","Caranx",1,32,2017-02-15,2,2017,1,3.08,0.09,1,0.09,0
83,"lagnaorana","Caranx ignobilis","Carangidae","Caranx",1,17,2016-05-14,5,2016,4,16,0.61,1,0,0.61
83,"lagnaorana","Caranx ignobilis","Carangidae","Caranx",1,15,2016-10-25,10,2016,4,2.5,1.004,1,0,1.004
83,"lagnaorana","Caranx ignobilis","Carangidae","Caranx",1,30,2016-05-29,5,2016,1,4.3,6.65150746574128,15,6.65150746574128,0
83,"lagnaorana","Caranx ignobilis","Carangidae","Caranx",1,34,2016-09-28,9,2016,1,4.25,5.5,1,5.5,0
83,"lagnaorana","Caranx ignobilis","Carangidae","Caranx",1,36,2016-09-30,9,2016,1,6.25,7.09494129679069,16,7.09494129679069,0
83,"lagnaorana","Caranx ignobilis","Carangidae","Caranx",1,10,2017-02-11,2,2017,3,2,0.065,1,0,0.065
83,"lagnaorana","Caranx ignobilis","Carangidae","Caranx",1,10,2016-04-19,4,2016,4,3.5,0.957,3,0,0.957
83,"lagnaorana","Caranx ignobilis","Carangidae","Caranx",1,4,2017-04-26,4,2017,1,4.45,0.095,2,0,0.095
83,"lagnaorana","Caranx ignobilis","Carangidae","Caranx",1,10,2017-03-25,3,2017,3,2.57,0.3,12,0.3,0
83,"lagnaorana","Caranx ignobilis","Carangidae","Caranx",1,1,2016-07-28,7,2016,5,3.33,1.108,29,1.108,0
83,"lagnaorana","Caranx ignobilis","Carangidae","Caranx",1,8,2016-12-01,12,2016,5,5.67,3.266,46,3.266,0
83,"lagnaorana","Caranx ignobilis","Carangidae","Caranx",1,34,2016-11-10,11,2016,4,4,0.795,3,0.795,0
83,"lagnaorana","Caranx ignobilis","Carangidae","Caranx",1,14,2016-04-23,4,2016,1,6.8,26.6060298629651,60,26.6060298629651,0
83,"lagnaorana","Caranx ignobilis","Carangidae","Caranx",1,9,2016-02-26,2,2016,1,6,2.66060298629651,6,2.66060298629651,0
83,"lagnaorana","Caranx ignobilis","Carangidae","Caranx",2,13,2017-04-20,4,2017,2,7.58,1.93,1,0,1.93
83,"lagnaorana","Caranx ignobilis","Carangidae","Caranx",1,13,2017-03-25,3,2017,3,2.32,0.31,9,0,0.31
83,"lagnaorana","Caranx ignobilis","Carangidae","Caranx",1,1,2017-02-15,2,2017,1,3.5,0.025,1,0,0.025
83,"lagnaorana","Caranx ignobilis","Carangidae","Caranx",8,54,2017-01-25,1,2017,1,3.83,3.54747064839535,8,3.54747064839535,0
83,"lagnaorana","Caranx ignobilis","Carangidae","Caranx",1,11,2016-04-22,4,2016,2,2.5,0.5,1,0.5,0
83,"lagnaorana","Caranx ignobilis","Carangidae","Caranx",1,36,2017-01-11,1,2017,1,3.75,3.54747064839535,8,3.54747064839535,0
83,"lagnaorana","Caranx ignobilis","Carangidae","Caranx",1,2,2016-06-29,6,2016,2,3.33,3.2,18,2.395,0.805
83,"lagnaorana","Caranx ignobilis","Carangidae","Caranx",1,42,2016-10-20,10,2016,1,2.48,1.77373532419767,4,1.77373532419767,0
83,"lagnaorana","Caranx ignobilis","Carangidae","Caranx",1,4,2016-03-29,3,2016,5,5,4.864,76,4.864,0
83,"lagnaorana","Caranx ignobilis","Carangidae","Caranx",1,29,2017-07-24,7,2017,1,5.53,0.125,1,0,0.125
83,"lagnaorana","Caranx ignobilis","Carangidae","Caranx",1,23,2016-11-13,11,2016,3,2.2,0.045,1,0,0.045
83,"lagnaorana","Caranx ignobilis","Carangidae","Caranx",1,34,2017-05-23,5,2017,1,6.9,10.642411945186,24,10.642411945186,0
83,"lagnaorana","Caranx ignobilis","Carangidae","Caranx",1,7,2016-03-31,3,2016,5,5.5,5.751,81,5.751,0
83,"lagnaorana","Caranx ignobilis","Carangidae","Caranx",1,11,2016-04-22,4,2016,5,1,1.11,74,1.11,0
83,"lagnaorana","Caranx ignobilis","Carangidae","Caranx",1,29,2017-04-26,4,2017,1,7.42,0.443433831049418,1,0.443433831049418,0
83,"lagnaorana","Caranx ignobilis","Carangidae","Caranx",1,20,2016-02-11,2,2016,4,2.3,1.3,4,1.3,0
83,"lagnaorana","Caranx ignobilis","Carangidae","Caranx",1,2,2016-04-23,4,2016,3,1.62,0.266,14,0.266,0
83,"lagnaorana","Caranx ignobilis","Carangidae","Caranx",1,34,2016-07-20,7,2016,1,4,0.886867662098837,2,0.886867662098837,0
83,"lagnaorana","Caranx ignobilis","Carangidae","Caranx",1,21,2016-02-26,2,2016,1,2.62,0.085,2,0,0.085
83,"lagnaorana","Caranx ignobilis","Carangidae","Caranx",1,49,2016-02-09,2,2016,1,6.5,1.77373532419767,4,1.77373532419767,0
83,"lagnaorana","Caranx ignobilis","Carangidae","Caranx",1,36,2016-03-18,3,2016,1,5.58,1.29,7,1.29,0
83,"lagnaorana","Caranx ignobilis","Carangidae","Caranx",1,19,2016-07-23,7,2016,5,3.17,1.297,3,1.297,0
83,"lagnaorana","Caranx ignobilis","Carangidae","Caranx",8,30,2016-12-13,12,2016,1,6,3.10403681734593,7,3.10403681734593,0
83,"lagnaorana","Caranx ignobilis","Carangidae","Caranx",1,49,2016-10-20,10,2016,1,4,2.66060298629651,6,2.66060298629651,0
83,"lagnaorana","Caranx ignobilis","Carangidae","Caranx",2,3,2016-05-08,5,2016,2,2.17,0.07,1,0,0.07
83,"lagnaorana","Caranx ignobilis","Carangidae","Caranx",1,1,2017-02-22,2,2017,1,5.02,0.42,2,0,0.42
83,"lagnaorana","Caranx ignobilis","Carangidae","Caranx",2,14,2017-04-20,4,2017,2,6.42,4.14,1,4.14,0
83,"lagnaorana","Caranx ignobilis","Carangidae","Caranx",1,41,2017-03-24,3,2017,4,2.17,0.193,3,0,0.193
83,"lagnaorana","Caranx ignobilis","Carangidae","Caranx",2,41,2016-10-09,10,2016,1,4.87,7.545,2,7.545,0
83,"lagnaorana","Caranx ignobilis","Carangidae","Caranx",1,11,2016-05-08,5,2016,2,4,1.09,6,1.09,0
83,"lagnaorana","Caranx ignobilis","Carangidae","Caranx",1,36,2016-04-28,4,2016,1,4.77,1.33030149314826,3,1.33030149314826,0
83,"lagnaorana","Caranx ignobilis","Carangidae","Caranx",1,47,2016-06-16,6,2016,1,4.75,0.125,1,0.125,0
83,"lagnaorana","Caranx ignobilis","Carangidae","Caranx",2,15,2016-08-06,8,2016,1,4.5,0.37,2,0,0.37
83,"lagnaorana","Caranx ignobilis","Carangidae","Caranx",1,49,2016-02-22,2,2016,1,5.75,0.886867662098837,2,0.886867662098837,0
83,"lagnaorana","Caranx ignobilis","Carangidae","Caranx",8,10,2017-02-11,2,2017,1,4.5,1.33030149314826,3,1.33030149314826,0
83,"lagnaorana","Caranx ignobilis","Carangidae","Caranx",1,33,2016-07-08,7,2016,1,3.17,3.10403681734593,7,3.10403681734593,0
83,"lagnaorana","Caranx ignobilis","Carangidae","Caranx",1,18,2017-02-15,2,2017,4,1.67,0.235,1,0,0.235
83,"lagnaorana","Caranx ignobilis","Carangidae","Caranx",1,36,2017-07-23,7,2017,1,6.92,5.32120597259302,12,5.32120597259302,0
83,"lagnaorana","Caranx ignobilis","Carangidae","Caranx",1,35,2016-05-14,5,2016,1,3.68,0.125,1,0,0.125
83,"lagnaorana","Caranx ignobilis","Carangidae","Caranx",2,41,2016-03-18,3,2016,1,5.5,0.745,5,0.565,0.18
83,"lagnaorana","Caranx ignobilis","Carangidae","Caranx",2,41,2016-10-15,10,2016,1,5.45,15.445,2,15.445,0
83,"lagnaorana","Caranx ignobilis","Carangidae","Caranx",2,48,2016-10-15,10,2016,1,4.75,1.77373532419767,4,1.77373532419767,0
83,"lagnaorana","Caranx ignobilis","Carangidae","Caranx",1,8,2017-01-30,1,2017,5,5.17,2.562,42,2.562,0
83,"lagnaorana","Caranx ignobilis","Carangidae","Caranx",1,42,2017-01-11,1,2017,1,4.17,8.86867662098837,20,8.86867662098837,0
83,"lagnaorana","Caranx ignobilis","Carangidae","Caranx",1,19,2017-06-17,6,2017,4,1.83,0.825,2,0,0.825
83,"lagnaorana","Caranx ignobilis","Carangidae","Caranx",1,2,2016-04-26,4,2016,2,2.5,0.715,7,0,0.715
83,"lagnaorana","Caranx ignobilis","Carangidae","Caranx",1,5,2016-06-12,6,2016,4,2.25,0.971,5,0.971,0
83,"lagnaorana","Caranx ignobilis","Carangidae","Caranx",1,52,2017-02-22,2,2017,1,3.38,0.12,2,0.095,0.025
83,"lagnaorana","Caranx ignobilis","Carangidae","Caranx",1,2,2017-01-24,1,2017,2,3.75,1.94,4,1.045,0.895
83,"lagnaorana","Caranx ignobilis","Carangidae","Caranx",1,38,2016-10-26,10,2016,1,2.75,0.095,1,0,0.095
83,"lagnaorana","Caranx ignobilis","Carangidae","Caranx",1,14,2016-05-29,5,2016,1,5.35,6.65150746574128,15,6.65150746574128,0
83,"lagnaorana","Caranx ignobilis","Carangidae","Caranx",1,28,2017-06-17,6,2017,4,2.33,0.115,1,0.115,0
83,"lagnaorana","Caranx ignobilis","Carangidae","Caranx",1,22,2016-08-23,8,2016,1,4.25,0.11,1,0,0.11
83,"lagnaorana","Caranx ignobilis","Carangidae","Caranx",1,9,2016-10-09,10,2016,4,3,2.997,4,0,2.997
83,"lagnaorana","Caranx ignobilis","Carangidae","Caranx",1,18,2016-12-12,12,2016,4,2.5,0.47,2,0,0.47
83,"lagnaorana","Caranx ignobilis","Carangidae","Caranx",1,8,2016-04-23,4,2016,1,5,0.045,1,0.045,0
83,"lagnaorana","Caranx ignobilis","Carangidae","Caranx",1,5,2016-04-12,4,2016,4,2.33,1.047,5,1.047,0
83,"lagnaorana","Caranx ignobilis","Carangidae","Caranx",2,41,2016-02-22,2,2016,1,6.25,1.325,1,0,1.325
83,"lagnaorana","Caranx ignobilis","Carangidae","Caranx",1,11,2017-05-11,5,2017,2,2.25,0.84,2,0.84,0
83,"lagnaorana","Caranx ignobilis","Carangidae","Caranx",1,16,2017-02-27,2,2017,1,8.63,60.3070010227209,136,60.3070010227209,0
83,"lagnaorana","Caranx ignobilis","Carangidae","Caranx",1,27,2017-01-11,1,2017,1,3.5,0.105,1,0,0.105
83,"lagnaorana","Caranx ignobilis","Carangidae","Caranx",1,2,2016-08-09,8,2016,2,4.17,1.93,4,1.93,0
83,"lagnaorana","Caranx ignobilis","Carangidae","Caranx",1,19,2016-05-14,5,2016,4,4.33,0.536,7,0,0.536
83,"lagnaorana","Caranx ignobilis","Carangidae","Caranx",1,14,2017-02-22,2,2017,1,6.25,2.66060298629651,6,2.66060298629651,0
